Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-24 00:00:00+00:00,2648.482177734375,2671.27587890625,2593.152099609375,2654.35498046875,16658812503,0.0,0.0
2024-09-25 00:00:00+00:00,2654.361572265625,2672.4619140625,2557.724365234375,2579.388671875,14119729962,0.0,0.0
2024-09-26 00:00:00+00:00,2579.217529296875,2665.99267578125,2559.954345703125,2632.199951171875,17336033595,0.0,0.0
2024-09-27 00:00:00+00:00,2632.241943359375,2728.067626953125,2616.950927734375,2695.900634765625,17023020294,0.0,0.0
2024-09-28 00:00:00+00:00,2695.81591796875,2704.9287109375,2652.25048828125,2677.5390625,10252590559,0.0,0.0
2024-09-29 00:00:00+00:00,2677.628662109375,2683.44580078125,2635.5849609375,2659.346923828125,11126215671,0.0,0.0
2024-09-30 00:00:00+00:00,2659.292724609375,2662.489013671875,2576.97607421875,2603.062744140625,17826446789,0.0,0.0
2024-10-01 00:00:00+00:00,2603.26416015625,2657.615478515625,2415.07861328125,2448.921142578125,25482371785,0.0,0.0
2024-10-02 00:00:00+00:00,2448.877197265625,2498.121337890625,2354.539306640625,2365.231689453125,20148256472,0.0,0.0
2024-10-03 00:00:00+00:00,2365.213623046875,2402.862548828125,2311.02783203125,2349.791259765625,18051447791,0.0,0.0
2024-10-04 00:00:00+00:00,2349.73291015625,2440.242431640625,2339.870849609375,2414.7939453125,14879264082,0.0,0.0
2024-10-05 00:00:00+00:00,2414.84716796875,2427.517578125,2390.844482421875,2415.6318359375,8152969183,0.0,0.0
2024-10-06 00:00:00+00:00,2415.53173828125,2456.630615234375,2407.099365234375,2439.957763671875,8458690205,0.0,0.0
2024-10-07 00:00:00+00:00,2439.94482421875,2520.40625,2405.13427734375,2421.796630859375,17414044416,0.0,0.0
2024-10-08 00:00:00+00:00,2421.98095703125,2464.12744140625,2400.5107421875,2439.8408203125,14067361080,0.0,0.0
2024-10-09 00:00:00+00:00,2439.840087890625,2470.9130859375,2350.946533203125,2368.283447265625,14954047093,0.0,0.0
2024-10-10 00:00:00+00:00,2368.273193359375,2417.2880859375,2329.78466796875,2383.85791015625,15327769940,0.0,0.0
2024-10-11 00:00:00+00:00,2383.940185546875,2470.395751953125,2380.504638671875,2436.513427734375,13489061564,0.0,0.0
2024-10-12 00:00:00+00:00,2436.515625,2488.23779296875,2434.202880859375,2476.523193359375,9372169184,0.0,0.0
2024-10-13 00:00:00+00:00,2476.520263671875,2484.12939453125,2436.9697265625,2467.677001953125,9189490605,0.0,0.0
